Stacja1;Stacja2;Dystans
Podborsko;Debe Wielkie;489,5
Podborsko;Grupa;195,49
Podborsko;Wieliczka Park;445,82
Podborsko;Jawor;146,74
Podborsko;Katowice Ligota;258,32
Podborsko;Lomnica-Zdroj;308,76
Podborsko;Jozefow;76,78
Podborsko;Kobylnica;146,77
Podborsko;Piwniczna;121,84
Podborsko;Gryfice;455,29
Podborsko;Slupsk;202,34
Podborsko;Oswiecim;9,56
Podborsko;Gdansk Glowny;472,19
Podborsko;Oborniki Slaskie;411,58
Podborsko;Budzyn;83,39
Podborsko;Rybnik Paruszowiec;291,64
Podborsko;Wroclaw Lesnica;87,68
Podborsko;Wroclaw Brochow;70,72
Podborsko;Gluszyca;67,09
Podborsko;Torun Wschodni;448,85
Podborsko;Stare Pole;495,53
Podborsko;Jastarnia;473,77
Podborsko;Warszawa Wilenska;275,79
Podborsko;Miedzyborow;432,14
Podborsko;Pabianice;33,88
Podborsko;Zarow;8,35
Podborsko;Leba;58,8
Podborsko;Pobiedziska Letnisko;163,38
Podborsko;Biadoliny;261,78
Podborsko;Andrychow;374,03
Podborsko;Rosochatka;105,28
Podborsko;Rumia;467,0
Podborsko;Rawicz;378,3
Podborsko;Zielona Gora Glowna;58,98
Podborsko;Czerwonka;371,87
Podborsko;Chorzow Batory;128,77
Podborsko;Puszczykowko;323,83
Podborsko;Strzebielino Morskie;115,07
Podborsko;Warka;351,3
Podborsko;Malowice Wolowskie;413,1
Podborsko;Pruszcz Gdanski;41,07
Podborsko;Chocicza;461,31
Podborsko;Czarna Bialostocka;465,83
Podborsko;Podlasek;224,14
Podborsko;Baby;290,69
Podborsko;Radziwillow Mazowiecki;411,5
Podborsko;Krasnik;78,58
Podborsko;Lutol Suchy;350,51
Podborsko;Zabki;77,38
Podborsko;Radomsko;5,31
Podborsko;Wroclaw Zachodni;483,76
Podborsko;Jastrzab;133,67
Podborsko;Glogowek;329,54
Podborsko;Miasteczko Krajenskie;434,71
Podborsko;Scinawa;72,11
Podborsko;Osie;176,75
Podborsko;Dobczyn;257,23
Podborsko;Pepowo;383,05
Podborsko;Pomiechowek;174,01
Podborsko;Twarda Gora;124,0
Podborsko;Gdynia Chylonia;273,55
Podborsko;Strzelce Opolskie;424,96
Podborsko;Oborzyska Stare;143,19
Podborsko;Gronowo Elblaskie;363,55
Podborsko;Celestynow;147,91
Podborsko;Kedzierzyn-Kozle;278,62
Podborsko;Bierzwnik;102,39
Podborsko;Luzino;490,02
Podborsko;Opole Groszowice;370,24
Podborsko;Gdynia Glowna;6,4
Podborsko;Starczow;155,04
Podborsko;Glowno;20,91
Podborsko;Belchow;155,6
Podborsko;Kostrzyn Wielkopolski;293,21
Podborsko;Dziewule;26,47
Podborsko;Wroclaw Osobowice;492,63
Podborsko;Godetowo;66,48
Podborsko;Sedziszow Malopolski;423,41
Podborsko;Radom Glowny;302,95
Podborsko;Ostrzeszow;132,02
Podborsko;Swiebodzice;317,98
Podborsko;Swinoujscie;180,7
Podborsko;Wierzchowo Czluchowskie;189,73
Podborsko;Deblin;135,53
Podborsko;Nowa Wies Wielka;151,7
Podborsko;Ruda Slaska;30,07
Podborsko;Skorzewo;467,61
Podborsko;Gorzanow;307,42
Podborsko;Stara Lubianka;300,27
Podborsko;Grabow Pilica;364,04
Podborsko;Lezajsk;63,52
Podborsko;Lodz Widzew;310,07
Podborsko;Swieta Katarzyna;348,82
Podborsko;Cekcyn;74,53
Podborsko;Zyrardow;397,48
Podborsko;Smetowo Smetowo;456,03
Podborsko;Okonek;16,99
Podborsko;Olesnica;486,32
Podborsko;Domaszkow;424,68
Podborsko;Morzeszczyn;26,71
Podborsko;Dziembowko;444,0
Podborsko;Czestochowa Stradom;294,93
Podborsko;Chojnow;331,15
Podborsko;Sulkowice;396,98
Podborsko;Wroclaw Psie;189,62
Podborsko;Rogow;295,9
Podborsko;Boleszkowice;202,46
Podborsko;Paslek;266,5
Podborsko;Runowo Pomorskie;195,04
Podborsko;Ruda Wielka;130,15
Podborsko;Pulawy Miasto;392,12
Podborsko;Plociczno Suwalk;105,24
Podborsko;Sedzislaw;303,21
Podborsko;Prabuty;101,47
Podborsko;Czaplinek;255,29
Podborsko;Kundzin;65,8
Podborsko;Tarnow;73,77
Podborsko;Zielonczyn;384,59
Podborsko;Stronie;361,65
Podborsko;Bincze;61,48
Podborsko;Kluczbork;409,64
Podborsko;Kolumna;209,89
Podborsko;Czempin;491,27
Podborsko;Strzelce Krajenskie Wschod;243,83
Podborsko;Katowice;343,04
Podborsko;Nowe Drezdenko;385,22
Podborsko;Rokietnica;146,56
Podborsko;Terespol;249,62
Podborsko;Gniewkowo;383,41
Podborsko;Olawa;287,18
Podborsko;Zgierz;58,24
Podborsko;Bukowo;412,93
Podborsko;Ozarow Mazowiecki Ozarow;482,0
Podborsko;Suwalki;299,06
Podborsko;Zagan;340,93
Podborsko;Zywiec;107,74
Podborsko;Slonice;269,09
Podborsko;Rytel;402,69
Podborsko;Gizycko;117,23
Podborsko;Stalowa Wola Rozwadow;408,87
Podborsko;Warszawa WKD;89,73
Podborsko;Bialystok Bacieczki;491,32
Podborsko;Chodziez;496,63
Podborsko;Wloszczowa;317,35
Podborsko;Torun Miasto;385,95
Podborsko;Otwock;126,13
Podborsko;Greboszow;457,01
Podborsko;Gdansk Oliwa;100,88
Podborsko;Luban Slaski;376,7
Podborsko;Rybnik Niedobczyce;376,09
Podborsko;Smardzow Wroclawski;202,12
Podborsko;Swidnik Miasto;78,43
Podborsko;Tarnowskie Gory;416,23
Podborsko;Elk;61,36
Podborsko;Koszalin;378,62
Podborsko;Warszawa Ursus;198,01
Podborsko;Sopot;337,43
Podborsko;Nieszawa Waganiec;178,24
Podborsko;Kanie;130,82
Podborsko;Kalisz Kaszubski;337,83
Podborsko;Garwolin;398,77
Podborsko;Paledzie;75,45
Podborsko;Zubrzyk;360,82
Podborsko;Szczytna;266,27
Podborsko;Slawiecice;359,41
Podborsko;Poraj;325,13
Warszawa Miedzylesie;Pelplin;371,78
Warszawa Miedzylesie;Mlodow;11,29
Warszawa Miedzylesie;Krasiejow;275,12
Warszawa Miedzylesie;Kowalow;313,96
Warszawa Miedzylesie;Sosnowiec Glowny;175,86
Warszawa Miedzylesie;Rytro;269,16
Warszawa Miedzylesie;Lugi Gorzyckie;144,54
Warszawa Miedzylesie;Gadkow Wielki;362,66
Warszawa Miedzylesie;Anieliny;407,24
Warszawa Miedzylesie;Laskarzew Przystanek;76,53
Warszawa Miedzylesie;Minsk Mazowiecki;484,22
Warszawa Miedzylesie;Pilawa;435,46
Warszawa Miedzylesie;Lipno Nowe;423,36
Warszawa Miedzylesie;Potegowo;471,66
Warszawa Miedzylesie;Pierzyska;321,12
Warszawa Miedzylesie;Mogilno;317,08
Warszawa Miedzylesie;Stare Bojanowo;281,96
Warszawa Miedzylesie;Gniezno;224,76
Warszawa Miedzylesie;Krakow Swoszowice;5,53
Warszawa Miedzylesie;Pleszew;450,3
Warszawa Miedzylesie;Kielpino Kartuskie;263,12
Warszawa Miedzylesie;Barcice;224,45
Warszawa Miedzylesie;Zabkowice Slaskie;21,14
Warszawa Miedzylesie;Kolobrzeg;340,3
Warszawa Miedzylesie;Przywory Opolskie;16,68
Warszawa Miedzylesie;Wierchomla Wielka;409,13
Warszawa Miedzylesie;Gdansk Wrzeszcz;306,29
Warszawa Miedzylesie;Skierniewice;32,78
Warszawa Miedzylesie;Steszew;151,28
Warszawa Miedzylesie;Czarna Tarnowska;373,26
Warszawa Miedzylesie;Przetycz Stare;5,14
Warszawa Miedzylesie;Debe Wielkie;77,1
Warszawa Miedzylesie;Grupa;431,16
Warszawa Miedzylesie;Wieliczka Park;81,22
Warszawa Miedzylesie;Jawor;73,85
Warszawa Miedzylesie;Katowice Ligota;176,94
Warszawa Miedzylesie;Lomnica-Zdroj;265,13
Warszawa Miedzylesie;Jozefow;421,03
Warszawa Miedzylesie;Kobylnica;237,89
Warszawa Miedzylesie;Piwniczna;125,06
Warszawa Miedzylesie;Gryfice;392,43
Warszawa Miedzylesie;Slupsk;156,09
Warszawa Miedzylesie;Oswiecim;133,01
Warszawa Miedzylesie;Gdansk Glowny;260,0
Warszawa Miedzylesie;Oborniki Slaskie;232,25
Warszawa Miedzylesie;Budzyn;436,63
Warszawa Miedzylesie;Rybnik Paruszowiec;438,36
Warszawa Miedzylesie;Wroclaw Lesnica;297,85
Warszawa Miedzylesie;Wroclaw Brochow;274,0
Warszawa Miedzylesie;Gluszyca;341,59
Warszawa Miedzylesie;Torun Wschodni;323,56
Warszawa Miedzylesie;Stare Pole;304,89
Warszawa Miedzylesie;Jastarnia;365,78
Warszawa Miedzylesie;Warszawa Wilenska;482,02
Warszawa Miedzylesie;Miedzyborow;193,62
Warszawa Miedzylesie;Pabianice;119,33
Warszawa Miedzylesie;Zarow;249,87
Warszawa Miedzylesie;Leba;232,85
Warszawa Miedzylesie;Pobiedziska Letnisko;205,48
Warszawa Miedzylesie;Biadoliny;42,09
Warszawa Miedzylesie;Andrychow;145,09
Warszawa Miedzylesie;Rosochatka;250,9
Warszawa Miedzylesie;Rumia;122,65
Warszawa Miedzylesie;Rawicz;75,72
Warszawa Miedzylesie;Zielona Gora Glowna;333,41
Warszawa Miedzylesie;Czerwonka;264,9
Warszawa Miedzylesie;Chorzow Batory;128,61
Warszawa Miedzylesie;Puszczykowko;328,38
Warszawa Miedzylesie;Strzebielino Morskie;183,6
Warszawa Miedzylesie;Warka;243,38
Warszawa Miedzylesie;Malowice Wolowskie;311,16
Warszawa Miedzylesie;Pruszcz Gdanski;484,82
Warszawa Miedzylesie;Chocicza;363,56
Warszawa Miedzylesie;Czarna Bialostocka;282,33
Warszawa Miedzylesie;Podlasek;74,05
Warszawa Miedzylesie;Baby;454,22
Warszawa Miedzylesie;Radziwillow Mazowiecki;51,74
Warszawa Miedzylesie;Krasnik;218,23
Warszawa Miedzylesie;Lutol Suchy;209,58
Warszawa Miedzylesie;Zabki;347,73
Warszawa Miedzylesie;Radomsko;473,12
Warszawa Miedzylesie;Wroclaw Zachodni;432,34
Warszawa Miedzylesie;Jastrzab;327,36
Warszawa Miedzylesie;Glogowek;455,09
Warszawa Miedzylesie;Miasteczko Krajenskie;423,41
Warszawa Miedzylesie;Scinawa;495,48
Warszawa Miedzylesie;Osie;293,35
Warszawa Miedzylesie;Dobczyn;47,33
Warszawa Miedzylesie;Pepowo;108,27
Warszawa Miedzylesie;Pomiechowek;206,04
Warszawa Miedzylesie;Twarda Gora;55,05
Warszawa Miedzylesie;Gdynia Chylonia;149,7
Warszawa Miedzylesie;Strzelce Opolskie;265,04
Warszawa Miedzylesie;Oborzyska Stare;185,56
Warszawa Miedzylesie;Gronowo Elblaskie;95,28
Warszawa Miedzylesie;Celestynow;400,27
Warszawa Miedzylesie;Kedzierzyn-Kozle;374,67
Warszawa Miedzylesie;Bierzwnik;409,42
Warszawa Miedzylesie;Luzino;430,3
Warszawa Miedzylesie;Opole Groszowice;380,76
Warszawa Miedzylesie;Gdynia Glowna;35,49
Warszawa Miedzylesie;Starczow;388,62
Warszawa Miedzylesie;Glowno;424,31
Warszawa Miedzylesie;Belchow;269,38
Warszawa Miedzylesie;Kostrzyn Wielkopolski;18,59
Warszawa Miedzylesie;Dziewule;436,93
Warszawa Miedzylesie;Wroclaw Osobowice;9,21
Warszawa Miedzylesie;Godetowo;490,59
Warszawa Miedzylesie;Sedziszow Malopolski;249,04
Warszawa Miedzylesie;Radom Glowny;370,65
Warszawa Miedzylesie;Ostrzeszow;463,94
Warszawa Miedzylesie;Swiebodzice;345,3
Warszawa Miedzylesie;Swinoujscie;270,71
Warszawa Miedzylesie;Wierzchowo Czluchowskie;126,23
Warszawa Miedzylesie;Deblin;480,6
Warszawa Miedzylesie;Nowa Wies Wielka;286,74
Warszawa Miedzylesie;Ruda Slaska;141,25
Warszawa Miedzylesie;Skorzewo;393,06
Warszawa Miedzylesie;Gorzanow;43,33
Warszawa Miedzylesie;Stara Lubianka;322,27
Warszawa Miedzylesie;Grabow Pilica;131,52
Warszawa Miedzylesie;Lezajsk;281,71
Warszawa Miedzylesie;Lodz Widzew;240,95
Warszawa Miedzylesie;Swieta Katarzyna;281,05
Warszawa Miedzylesie;Cekcyn;309,05
Warszawa Miedzylesie;Zyrardow;463,99
Warszawa Miedzylesie;Smetowo Smetowo;475,68
Warszawa Miedzylesie;Okonek;97,16
Warszawa Miedzylesie;Olesnica;167,24
Warszawa Miedzylesie;Domaszkow;153,74
Warszawa Miedzylesie;Morzeszczyn;32,02
Warszawa Miedzylesie;Dziembowko;100,26
Warszawa Miedzylesie;Czestochowa Stradom;434,95
Warszawa Miedzylesie;Chojnow;60,85
Warszawa Miedzylesie;Sulkowice;204,26
Warszawa Miedzylesie;Wroclaw Psie;210,31
Warszawa Miedzylesie;Rogow;31,5
Warszawa Miedzylesie;Boleszkowice;62,56
Warszawa Miedzylesie;Paslek;326,72
Warszawa Miedzylesie;Runowo Pomorskie;429,07
Warszawa Miedzylesie;Ruda Wielka;221,5
Warszawa Miedzylesie;Pulawy Miasto;30,47
Warszawa Miedzylesie;Plociczno Suwalk;487,56
Warszawa Miedzylesie;Sedzislaw;103,76
Warszawa Miedzylesie;Prabuty;59,1
Warszawa Miedzylesie;Czaplinek;359,01
Warszawa Miedzylesie;Kundzin;113,57
Warszawa Miedzylesie;Tarnow;399,62
Warszawa Miedzylesie;Zielonczyn;19,99
Warszawa Miedzylesie;Stronie;135,86
Warszawa Miedzylesie;Bincze;16,76
Warszawa Miedzylesie;Kluczbork;282,74
Warszawa Miedzylesie;Kolumna;113,46
Warszawa Miedzylesie;Czempin;323,09
Warszawa Miedzylesie;Strzelce Krajenskie Wschod;445,36
Warszawa Miedzylesie;Katowice;194,61
Warszawa Miedzylesie;Nowe Drezdenko;83,1
Warszawa Miedzylesie;Rokietnica;233,51
Warszawa Miedzylesie;Terespol;454,03
Warszawa Miedzylesie;Gniewkowo;116,47
Warszawa Miedzylesie;Olawa;434,81
Warszawa Miedzylesie;Zgierz;278,06
Warszawa Miedzylesie;Bukowo;360,49
Warszawa Miedzylesie;Ozarow Mazowiecki Ozarow;418,99
Warszawa Miedzylesie;Suwalki;388,2
Warszawa Miedzylesie;Zagan;126,55
Warszawa Miedzylesie;Zywiec;318,0
Warszawa Miedzylesie;Slonice;225,0
Warszawa Miedzylesie;Rytel;163,21
Warszawa Miedzylesie;Gizycko;162,37
Warszawa Miedzylesie;Stalowa Wola Rozwadow;495,23
Warszawa Miedzylesie;Warszawa WKD;469,37
Warszawa Miedzylesie;Bialystok Bacieczki;378,31
Warszawa Miedzylesie;Chodziez;489,01
Warszawa Miedzylesie;Wloszczowa;44,74
Warszawa Miedzylesie;Torun Miasto;37,7
Warszawa Miedzylesie;Otwock;9,67
Warszawa Miedzylesie;Greboszow;452,12
Warszawa Miedzylesie;Gdansk Oliwa;302,62
Warszawa Miedzylesie;Luban Slaski;440,66
Warszawa Miedzylesie;Rybnik Niedobczyce;449,29
Warszawa Miedzylesie;Smardzow Wroclawski;166,19
Warszawa Miedzylesie;Swidnik Miasto;210,58
Warszawa Miedzylesie;Tarnowskie Gory;68,41
Warszawa Miedzylesie;Elk;149,22
Warszawa Miedzylesie;Koszalin;263,46
Warszawa Miedzylesie;Warszawa Ursus;401,69
Warszawa Miedzylesie;Sopot;61,31
Warszawa Miedzylesie;Nieszawa Waganiec;194,87
Warszawa Miedzylesie;Kanie;465,4
Warszawa Miedzylesie;Kalisz Kaszubski;5,98
Warszawa Miedzylesie;Garwolin;197,84
Warszawa Miedzylesie;Paledzie;379,35
Warszawa Miedzylesie;Zubrzyk;275,73
Warszawa Miedzylesie;Szczytna;299,83
Warszawa Miedzylesie;Slawiecice;297,42
Warszawa Miedzylesie;Poraj;435,56
Pelplin;Mlodow;196,75
Pelplin;Krasiejow;219,57
Pelplin;Kowalow;294,94
Pelplin;Sosnowiec Glowny;321,53
Pelplin;Rytro;429,32
Pelplin;Lugi Gorzyckie;348,82
Pelplin;Gadkow Wielki;180,81
Pelplin;Anieliny;90,46
Pelplin;Laskarzew Przystanek;338,79
Pelplin;Minsk Mazowiecki;439,26
Pelplin;Pilawa;494,28
Pelplin;Lipno Nowe;467,47
Pelplin;Potegowo;211,58
Pelplin;Pierzyska;320,16
Pelplin;Mogilno;447,43
Pelplin;Stare Bojanowo;348,79
Pelplin;Gniezno;498,29
Pelplin;Krakow Swoszowice;339,47
Pelplin;Pleszew;116,35
Pelplin;Kielpino Kartuskie;227,2
Pelplin;Barcice;57,74
Pelplin;Zabkowice Slaskie;193,63
Pelplin;Kolobrzeg;420,65
Pelplin;Przywory Opolskie;28,23
Pelplin;Wierchomla Wielka;114,95
Pelplin;Gdansk Wrzeszcz;93,24
Pelplin;Skierniewice;356,48
Pelplin;Steszew;275,76
Pelplin;Czarna Tarnowska;149,22
Pelplin;Przetycz Stare;276,5
Pelplin;Debe Wielkie;45,42
Pelplin;Grupa;118,12
Pelplin;Wieliczka Park;249,84
Pelplin;Jawor;424,0
Pelplin;Katowice Ligota;177,0
Pelplin;Lomnica-Zdroj;369,84
Pelplin;Jozefow;401,2
Pelplin;Kobylnica;354,66
Pelplin;Piwniczna;372,54
Pelplin;Gryfice;489,57
Pelplin;Slupsk;58,18
Pelplin;Oswiecim;448,58
Pelplin;Gdansk Glowny;141,76
Pelplin;Oborniki Slaskie;392,69
Pelplin;Budzyn;407,8
Pelplin;Rybnik Paruszowiec;7,83
Pelplin;Wroclaw Lesnica;94,71
Pelplin;Wroclaw Brochow;363,45
Pelplin;Gluszyca;133,07
Pelplin;Torun Wschodni;107,65
Pelplin;Stare Pole;304,8
Pelplin;Jastarnia;359,86
Pelplin;Warszawa Wilenska;344,83
Pelplin;Miedzyborow;373,94
Pelplin;Pabianice;286,93
Pelplin;Zarow;339,81
Pelplin;Leba;94,58
Pelplin;Pobiedziska Letnisko;383,13
Pelplin;Biadoliny;314,86
Pelplin;Andrychow;154,52
Pelplin;Rosochatka;368,61
Pelplin;Rumia;374,41
Pelplin;Rawicz;59,97
Pelplin;Zielona Gora Glowna;474,66
Pelplin;Czerwonka;198,62
Pelplin;Chorzow Batory;35,1
Pelplin;Puszczykowko;27,93
Pelplin;Strzebielino Morskie;271,66
Pelplin;Warka;134,68
Pelplin;Malowice Wolowskie;407,25
Pelplin;Pruszcz Gdanski;94,75
Pelplin;Chocicza;68,93
Pelplin;Czarna Bialostocka;149,36
Pelplin;Podlasek;305,49
Pelplin;Baby;297,8
Pelplin;Radziwillow Mazowiecki;102,07
Pelplin;Krasnik;486,04
Pelplin;Lutol Suchy;321,68
Pelplin;Zabki;193,91
Pelplin;Radomsko;323,66
Pelplin;Wroclaw Zachodni;408,56
Pelplin;Jastrzab;319,74
Pelplin;Glogowek;478,62
Pelplin;Miasteczko Krajenskie;134,89
Pelplin;Scinawa;111,14
Pelplin;Osie;416,69
Pelplin;Dobczyn;440,05
Pelplin;Pepowo;91,67
Pelplin;Pomiechowek;347,8
Pelplin;Twarda Gora;251,49
Pelplin;Gdynia Chylonia;328,57
Pelplin;Strzelce Opolskie;9,28
Pelplin;Oborzyska Stare;33,63
Pelplin;Gronowo Elblaskie;303,88
Pelplin;Celestynow;273,1
Pelplin;Kedzierzyn-Kozle;156,22
Pelplin;Bierzwnik;89,52
Pelplin;Luzino;108,2
Pelplin;Opole Groszowice;497,75
Pelplin;Gdynia Glowna;150,4
Pelplin;Starczow;187,85
Pelplin;Glowno;488,88
Pelplin;Belchow;21,15
Pelplin;Kostrzyn Wielkopolski;101,3
Pelplin;Dziewule;486,13
Pelplin;Wroclaw Osobowice;356,51
Pelplin;Godetowo;233,61
Pelplin;Sedziszow Malopolski;194,95
Pelplin;Radom Glowny;140,4
Pelplin;Ostrzeszow;161,48
Pelplin;Swiebodzice;342,52
Pelplin;Swinoujscie;400,25
Pelplin;Wierzchowo Czluchowskie;263,86
Pelplin;Deblin;443,75
Pelplin;Nowa Wies Wielka;365,6
Pelplin;Ruda Slaska;352,47
Pelplin;Skorzewo;495,82
Pelplin;Gorzanow;364,96
Pelplin;Stara Lubianka;215,65
Pelplin;Grabow Pilica;19,13
Pelplin;Lezajsk;339,75
Pelplin;Lodz Widzew;426,09
Pelplin;Swieta Katarzyna;397,52
Pelplin;Cekcyn;25,89
Pelplin;Zyrardow;288,09
Pelplin;Smetowo Smetowo;283,45
Pelplin;Okonek;14,09
Pelplin;Olesnica;472,31
Pelplin;Domaszkow;86,17
Pelplin;Morzeszczyn;432,18
Pelplin;Dziembowko;283,85
Pelplin;Czestochowa Stradom;246,7
Pelplin;Chojnow;120,15
Pelplin;Sulkowice;223,59
Pelplin;Wroclaw Psie;283,79
Pelplin;Rogow;243,33
Pelplin;Boleszkowice;38,3
Pelplin;Paslek;435,89
Pelplin;Runowo Pomorskie;394,15
Pelplin;Ruda Wielka;409,17
Pelplin;Pulawy Miasto;356,75
Pelplin;Plociczno Suwalk;383,89
Pelplin;Sedzislaw;69,41
Pelplin;Prabuty;284,34
Pelplin;Czaplinek;158,36
Pelplin;Kundzin;265,42
Pelplin;Tarnow;483,72
Pelplin;Zielonczyn;484,93
Pelplin;Stronie;387,31
Pelplin;Bincze;398,89
Pelplin;Kluczbork;218,72
Pelplin;Kolumna;9,79
Pelplin;Czempin;416,26
Pelplin;Strzelce Krajenskie Wschod;475,55
Pelplin;Katowice;5,62
Pelplin;Nowe Drezdenko;135,69
Pelplin;Rokietnica;5,84
Pelplin;Terespol;155,76
Pelplin;Gniewkowo;249,35
Pelplin;Olawa;271,49
Pelplin;Zgierz;428,6
Pelplin;Bukowo;87,13
Pelplin;Ozarow Mazowiecki Ozarow;427,37
Pelplin;Suwalki;154,75
Pelplin;Zagan;445,94
Pelplin;Zywiec;87,3
Pelplin;Slonice;290,26
Pelplin;Rytel;359,81
Pelplin;Gizycko;255,07
Pelplin;Stalowa Wola Rozwadow;382,87
Pelplin;Warszawa WKD;45,73
Pelplin;Bialystok Bacieczki;250,39
Pelplin;Chodziez;154,12
Pelplin;Wloszczowa;134,39
Pelplin;Torun Miasto;373,93
Pelplin;Otwock;275,35
Pelplin;Greboszow;357,64
Pelplin;Gdansk Oliwa;178,39
Pelplin;Luban Slaski;451,54
Pelplin;Rybnik Niedobczyce;370,02
Pelplin;Smardzow Wroclawski;453,21
Pelplin;Swidnik Miasto;397,89
Pelplin;Tarnowskie Gory;406,87
Pelplin;Elk;469,29
Pelplin;Koszalin;31,61
Pelplin;Warszawa Ursus;427,15
Pelplin;Sopot;62,91
Pelplin;Nieszawa Waganiec;343,7
Pelplin;Kanie;84,39
Pelplin;Kalisz Kaszubski;119,68
Pelplin;Garwolin;393,49
Pelplin;Paledzie;17,77
Pelplin;Zubrzyk;321,32
Pelplin;Szczytna;27,54
Pelplin;Slawiecice;373,23
Pelplin;Poraj;345,77
Mlodow;Krasiejow;214,93
Mlodow;Kowalow;271,76
Mlodow;Sosnowiec Glowny;219,57
Mlodow;Rytro;125,04
Mlodow;Lugi Gorzyckie;492,38
Mlodow;Gadkow Wielki;49,16
Mlodow;Anieliny;188,98
Mlodow;Laskarzew Przystanek;427,21
Mlodow;Minsk Mazowiecki;222,07
Mlodow;Pilawa;185,98
Mlodow;Lipno Nowe;213,03
Mlodow;Potegowo;213,1
Mlodow;Pierzyska;358,19
Mlodow;Mogilno;438,49
Mlodow;Stare Bojanowo;35,61
Mlodow;Gniezno;323,36
Mlodow;Krakow Swoszowice;342,88
Mlodow;Pleszew;232,89
Mlodow;Kielpino Kartuskie;257,95
Mlodow;Barcice;191,8
Mlodow;Zabkowice Slaskie;494,64
Mlodow;Kolobrzeg;445,63
Mlodow;Przywory Opolskie;252,61
Mlodow;Wierchomla Wielka;46,96
Mlodow;Gdansk Wrzeszcz;184,01
Mlodow;Skierniewice;211,86
Mlodow;Steszew;373,33
Mlodow;Czarna Tarnowska;179,79
Mlodow;Przetycz Stare;82,12
Mlodow;Debe Wielkie;419,65
Mlodow;Grupa;301,25
Mlodow;Wieliczka Park;210,68
Mlodow;Jawor;320,1
Mlodow;Katowice Ligota;359,92
Mlodow;Lomnica-Zdroj;64,4
Mlodow;Jozefow;23,09
Mlodow;Kobylnica;104,49
Mlodow;Piwniczna;222,89
Mlodow;Gryfice;94,89
Mlodow;Slupsk;253,45
Mlodow;Oswiecim;363,65
Mlodow;Gdansk Glowny;102,17
Mlodow;Oborniki Slaskie;77,61
Mlodow;Budzyn;41,76
Mlodow;Rybnik Paruszowiec;244,46
Mlodow;Wroclaw Lesnica;231,92
Mlodow;Wroclaw Brochow;24,61
Mlodow;Gluszyca;60,89
Mlodow;Torun Wschodni;362,51
Mlodow;Stare Pole;19,32
Mlodow;Jastarnia;35,8
Mlodow;Warszawa Wilenska;249,41
Mlodow;Miedzyborow;398,76
Mlodow;Pabianice;375,94
Mlodow;Zarow;175,59
Mlodow;Leba;97,9
Mlodow;Pobiedziska Letnisko;296,28
Mlodow;Biadoliny;219,74
Mlodow;Andrychow;406,37
Mlodow;Rosochatka;211,86
Mlodow;Rumia;121,93
Mlodow;Rawicz;293,62
Mlodow;Zielona Gora Glowna;123,53
Mlodow;Czerwonka;93,0
Mlodow;Chorzow Batory;78,86
Mlodow;Puszczykowko;366,69
Mlodow;Strzebielino Morskie;421,55
Mlodow;Warka;466,96
Mlodow;Malowice Wolowskie;437,99
Mlodow;Pruszcz Gdanski;140,38
Mlodow;Chocicza;77,42
Mlodow;Czarna Bialostocka;19,96
Mlodow;Podlasek;61,08
Mlodow;Baby;31,32
Mlodow;Radziwillow Mazowiecki;249,53
Mlodow;Krasnik;197,83
Mlodow;Lutol Suchy;333,64
Mlodow;Zabki;212,9
Mlodow;Radomsko;285,24
Mlodow;Wroclaw Zachodni;355,62
Mlodow;Jastrzab;173,74
Mlodow;Glogowek;399,83
Mlodow;Miasteczko Krajenskie;41,25
Mlodow;Scinawa;79,28
Mlodow;Osie;332,72
Mlodow;Dobczyn;395,42
Mlodow;Pepowo;242,9
Mlodow;Pomiechowek;270,62
Mlodow;Twarda Gora;54,47
Mlodow;Gdynia Chylonia;461,27
Mlodow;Strzelce Opolskie;213,98
Mlodow;Oborzyska Stare;138,4
Mlodow;Gronowo Elblaskie;316,06
Mlodow;Celestynow;450,55
Mlodow;Kedzierzyn-Kozle;436,69
Mlodow;Bierzwnik;232,32
Mlodow;Luzino;88,37
Mlodow;Opole Groszowice;344,82
Mlodow;Gdynia Glowna;131,98
Mlodow;Starczow;487,93
Mlodow;Glowno;33,62
Mlodow;Belchow;449,82
Mlodow;Kostrzyn Wielkopolski;31,82
Mlodow;Dziewule;386,1
Mlodow;Wroclaw Osobowice;151,09
Mlodow;Godetowo;68,45
Mlodow;Sedziszow Malopolski;127,95
Mlodow;Radom Glowny;215,95
Mlodow;Ostrzeszow;82,8
Mlodow;Swiebodzice;268,47
Mlodow;Swinoujscie;475,82
Mlodow;Wierzchowo Czluchowskie;37,72
Mlodow;Deblin;270,93
Mlodow;Nowa Wies Wielka;192,27
Mlodow;Ruda Slaska;39,02
Mlodow;Skorzewo;28,37
Mlodow;Gorzanow;238,59
Mlodow;Stara Lubianka;124,74
Mlodow;Grabow Pilica;199,45
Mlodow;Lezajsk;409,47
Mlodow;Lodz Widzew;398,24
Mlodow;Swieta Katarzyna;171,91
Mlodow;Cekcyn;139,37
Mlodow;Zyrardow;457,18
Mlodow;Smetowo Smetowo;439,13
Mlodow;Okonek;23,86
Mlodow;Olesnica;255,71
Mlodow;Domaszkow;292,12
Mlodow;Morzeszczyn;268,28
Mlodow;Dziembowko;184,99
Mlodow;Czestochowa Stradom;190,2
Mlodow;Chojnow;336,55
Mlodow;Sulkowice;294,54
Mlodow;Wroclaw Psie;204,16
